h3_index,total_records,unique_customers,total_count,total_sum,avg_transaction,min_transaction,max_transaction,avg_std,total_distinct_transactions,unique_mcc,unique_time_buckets,sum_per_customer,transactions_per_customer,records_per_customer,atm_active_customers,atm_activity_records,atm_activity,vtb_atm_count,vtb_office_count,metro_count,competitor_atm_count,mall_count,university_count
891181b2917ffff,637,476,1563,135755.0,91.87518647202512,30.0,210.0,15.70838907816539,688,1,4,285.1995798319328,3.283613445378151,1.338235294117647,0,0,0,0,0,0,0,0,0
891181b291bffff,8,6,107,33277.5,415.88896571875,60.0,1068.0,112.21613899179255,8,1,2,5546.25,17.833333333333332,1.3333333333333333,0,0,0,0,0,0,0,0,0
891181b292bffff,14,12,21,610619.0,31322.515000000003,10.0,180000.0,16913.39422284705,15,3,3,50884.916666666664,1.75,1.1666666666666667,0,0,0,0,0,0,0,0,0
891181b293bffff,1,1,1,2110.0,2110.0,2110.0,2110.0,,1,1,1,2110.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2943ffff,383,211,1730,735912.31,476.74414911182765,5.99,5530.0,332.0213477704478,677,6,4,3487.736066350711,8.199052132701421,1.8151658767772512,0,0,0,0,0,0,0,0,0
891181b2947ffff,321,134,1324,828546.73,666.6546643866667,8.0,5549.95,374.2320128829918,565,3,3,6183.184552238806,9.880597014925373,2.3955223880597014,0,0,0,0,0,0,0,0,0
891181b294bffff,2,2,2,6300.0,3150.0,2200.0,4100.0,,2,1,2,3150.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b294fffff,47,35,95,63283.0,1069.7322695034043,5.0,12510.0,152.4111362702531,47,4,4,1808.0857142857142,2.7142857142857144,1.3428571428571427,0,0,0,0,0,0,0,0,0
891181b2953ffff,247,165,723,222820.46,469.1606117982591,23.0,8940.0,173.62141687081854,279,6,4,1350.4270303030303,4.381818181818182,1.496969696969697,0,0,0,0,0,0,0,0,0
891181b2957ffff,1539,606,4148,1754859.77,504.48900353126703,5.0,44396.0,226.2538758970149,2164,9,4,2895.808201320132,6.8448844884488445,2.5396039603960396,145,145,1,0,0,0,0,0,0
891181b295bffff,126,81,200,123840.68,742.244232804365,20.0,5800.0,240.27687726302767,127,6,4,1528.8972839506173,2.4691358024691357,1.5555555555555556,0,0,0,0,0,0,0,0,0
891181b2963ffff,299,231,474,711079.31,2047.7387505985955,8.9,182000.0,382.2233231795108,329,9,3,3078.2654112554114,2.051948051948052,1.2943722943722944,0,0,0,0,0,0,0,0,0
891181b2973ffff,225,132,577,402243.46,843.9838154974666,7.99,13368.69,341.33458717665815,294,7,3,3047.2989393939397,4.371212121212121,1.7045454545454546,0,0,0,0,0,0,0,0,0
891181b2977ffff,130,105,256,122355.6,579.4626495726923,30.0,11303.6,252.2378878820996,131,3,4,1165.2914285714287,2.4380952380952383,1.2380952380952381,0,0,0,0,0,0,0,0,0
891181b297bffff,22,18,30,8309.7,273.4281818181818,7.0,872.0,235.8911436116854,24,2,3,461.65000000000003,1.6666666666666667,1.2222222222222223,0,0,0,0,0,0,0,0,0
891181b29cbffff,5,4,7,4493.0,783.933333334,235.0,1555.0,11.547005383792515,5,1,2,1123.25,1.75,1.25,0,0,0,0,0,0,0,0,0
891181b29cfffff,130,77,525,205873.7,413.47828148961537,17.98,4217.86,206.03855484873816,170,2,3,2673.6844155844155,6.818181818181818,1.6883116883116882,0,0,0,0,0,0,0,0,0
891181b29d3ffff,12,11,22,137970.0,8719.444444444167,50.0,48700.0,8213.522004605215,13,3,2,12542.727272727272,2.0,1.0909090909090908,0,0,0,0,0,0,0,0,0
891181b2a07ffff,1,1,1,100.0,100.0,100.0,100.0,,1,1,1,100.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2a1bffff,26,19,39,14689.0,342.66346153846155,30.0,2086.0,290.9069489622137,30,3,3,773.1052631578947,2.0526315789473686,1.368421052631579,0,0,0,0,0,0,0,0,0
891181b2a33ffff,52,41,93,209559.95,3664.0939983973076,39.0,97252.42,247.63449826817825,62,3,3,5111.218292682927,2.268292682926829,1.2682926829268293,0,0,0,0,0,0,0,0,0
891181b2a37ffff,48,37,73,82432.4,1415.6126875,29.9,8624.0,206.32743394386213,56,2,3,2227.9027027027028,1.972972972972973,1.2972972972972974,0,0,0,0,0,0,0,0,0
891181b2a3bffff,79,48,210,484533.74,3915.7921782518983,24.7,157130.25,3456.927897495609,102,6,3,10094.452916666667,4.375,1.6458333333333333,0,0,0,0,0,0,0,0,0
891181b2a8bffff,20,13,60,26534.02,590.547247059,38.52,1729.25,263.6482822952437,27,2,3,2041.0784615384616,4.615384615384615,1.5384615384615385,0,0,0,0,0,0,0,0,0
891181b2aa3ffff,5,4,8,2470.0,323.7,55.0,1018.0,238.76638978065753,5,1,2,617.5,2.0,1.25,0,0,0,0,0,0,0,0,0
891181b2ad3ffff,48,27,105,67564.18,642.5587515783333,40.0,3322.59,315.023230598287,61,5,3,2502.3770370370366,3.888888888888889,1.7777777777777777,0,0,0,0,0,0,0,0,0
891181b2b03ffff,37,24,54,34257.26,723.3618768767567,30.0,1960.0,418.97267570912663,37,3,4,1427.3858333333335,2.25,1.5416666666666667,0,0,0,0,0,0,0,0,0
891181b2b07ffff,137,112,206,202729.0,1220.6512773723357,40.0,72074.0,247.20518757359255,141,3,4,1810.080357142857,1.8392857142857142,1.2232142857142858,0,0,0,0,0,0,0,0,0
891181b2b23ffff,202,112,855,558528.02,715.386958874901,2.0,5126.74,451.5641479967158,440,3,4,4986.857321428572,7.633928571428571,1.8035714285714286,0,0,0,0,0,0,0,0,0
891181b2b27ffff,237,104,1125,535106.89,602.6723066852743,3.99,16050.0,312.1626964241859,344,4,3,5145.2585576923075,10.817307692307692,2.2788461538461537,0,0,0,0,0,0,0,0,0
891181b2b2fffff,229,143,787,833622.52,999.024478452096,7.9,6714.27,630.7006512820408,449,2,3,5829.528111888112,5.503496503496503,1.6013986013986015,0,0,0,0,0,0,0,0,0
891181b2b37ffff,157,84,677,339273.98,543.7914007978344,3.99,7872.22,300.18548419723453,217,3,3,4038.975952380952,8.05952380952381,1.869047619047619,0,0,0,0,0,0,0,0,0
891181b2b77ffff,2,2,2,585.5,292.75,277.5,308.0,,2,1,1,292.75,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2b83ffff,793,284,1516,1676349.68,1423.0482840344514,5.0,127497.0,952.3242701419387,1097,13,3,5902.639718309859,5.338028169014085,2.7922535211267605,51,51,1,0,0,0,0,1,0
891181b2b87ffff,272,138,956,487307.26,512.5293623790809,3.0,3164.13,368.5680441054579,363,5,4,3531.2120289855075,6.927536231884058,1.9710144927536233,0,0,0,0,0,0,0,0,0
891181b2b8bffff,52,34,241,283622.0,2538.6199633701926,40.0,105000.0,1350.684740183745,52,4,3,8341.823529411764,7.088235294117647,1.5294117647058822,0,0,0,0,0,0,0,0,0
891181b2b8fffff,180,130,344,733379.83,1946.1600842812777,1.0,64899.22,1622.0389976520876,235,4,3,5641.383307692307,2.646153846153846,1.3846153846153846,0,0,0,0,0,0,0,0,0
891181b2b97ffff,4814,2186,18294,11388394.33,840.9162867976589,1.0,278000.0,417.02894804249416,7786,21,4,5209.695484903934,8.368709972552608,2.202195791399817,9,9,1,0,0,0,0,0,0
891181b2ba3ffff,88,42,224,91832.33,553.6578368838636,20.0,3816.0,232.42606693094635,94,4,3,2186.4840476190475,5.333333333333333,2.0952380952380953,0,0,0,0,0,0,0,0,0
891181b2ba7ffff,36,20,138,54384.9,511.10313101250006,20.0,4640.0,357.23829096355985,36,4,3,2719.245,6.9,1.8,12,12,1,0,0,0,0,0,0
891181b2babffff,7,6,8,13060.0,1401.4285714285713,168.0,4000.0,1060.6601717798212,7,3,2,2176.6666666666665,1.3333333333333333,1.1666666666666667,0,0,0,0,0,0,0,0,0
891181b2bafffff,50,39,68,111486.48,1927.6363000000001,36.0,15840.0,279.43227406601153,52,4,3,2858.627692307692,1.7435897435897436,1.2820512820512822,0,0,0,0,0,0,0,0,0
891181b2bb3ffff,226,119,446,364478.52,790.1577579875664,6.0,8255.29,406.0768840285612,275,8,3,3062.844705882353,3.7478991596638656,1.8991596638655461,27,27,1,0,0,0,0,1,0
891181b2bb7ffff,50,33,147,17120.0,226.09761904759998,10.0,4060.0,37.81091284421054,50,3,4,518.7878787878788,4.454545454545454,1.5151515151515151,0,0,0,0,0,0,0,0,0
891181b2bbbffff,255,141,523,397249.0,805.7393936392549,1.0,4628.0,259.2573023113567,276,3,4,2817.368794326241,3.7092198581560285,1.8085106382978724,0,0,0,0,0,0,0,0,0
891181b2bc3ffff,3,3,3,2245.0,748.3333333333334,180.0,1540.0,,3,1,2,748.3333333333334,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2bc7ffff,2,2,2,1186.62,593.31,436.0,750.62,,2,1,1,593.31,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2bcbffff,888,690,2290,223855.0,99.83706435224099,30.0,320.0,7.132389300070405,976,1,4,324.42753623188406,3.318840579710145,1.2869565217391303,0,0,0,0,0,0,0,0,0
891181b2bcfffff,50,41,83,96195.12,1538.4634466666,6.47,28770.0,338.0192629599937,50,4,4,2346.22243902439,2.024390243902439,1.2195121951219512,0,0,0,0,0,0,0,0,0
891181b2bd7ffff,1,1,1,3592.0,3592.0,3592.0,3592.0,,1,1,1,3592.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2c03ffff,74,50,235,152584.7,873.6237370348648,6.0,19944.0,336.063404593845,106,4,4,3051.6940000000004,4.7,1.48,0,0,0,0,0,0,0,0,0
891181b2c23ffff,4,4,4,2290.0,572.5,100.0,1200.0,,4,1,2,572.5,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b2c2bffff,492,105,1587,676330.0599999999,485.47589137959346,1.0,5036.0,251.18158075633113,659,6,3,6441.238666666666,15.114285714285714,4.685714285714286,0,0,0,0,0,0,0,0,0
891181b2c2fffff,233,136,910,551181.51,615.4625041306867,2.46,4150.0,318.05367196192486,306,4,4,4052.8052205882354,6.6911764705882355,1.713235294117647,0,0,0,0,0,0,0,0,0
891181b2c43ffff,225,132,423,507304.08,1180.0645393650666,19.99,5095.21,391.6041662675169,292,2,4,3843.2127272727275,3.2045454545454546,1.7045454545454546,0,0,0,0,0,0,0,0,0
891181b2c53ffff,32,26,66,49942.29,1171.4545572915624,50.0,26200.0,196.05333831460132,35,4,3,1920.8573076923078,2.5384615384615383,1.2307692307692308,0,0,0,0,0,0,0,0,0
891181b2c57ffff,16,12,51,26948.75,517.875427631875,34.9,3057.54,274.38132339563595,16,1,3,2245.7291666666665,4.25,1.3333333333333333,0,0,0,0,0,0,0,0,0
891181b2c5bffff,94,63,194,271509.36,1291.5696567882978,9.9,7695.1,814.4386591526411,144,3,4,4309.672380952381,3.0793650793650795,1.492063492063492,0,0,0,0,0,0,0,0,0
891181b2c73ffff,142,52,563,207300.52,382.53843818612677,15.99,3507.17,221.66277511983313,224,3,3,3986.548461538461,10.826923076923077,2.730769230769231,0,0,0,0,0,0,0,0,0
891181b2c77ffff,179,78,1001,530446.29,566.885135090391,8.49,8978.0,398.37422456851374,372,4,4,6800.593461538462,12.833333333333334,2.2948717948717947,0,0,0,0,0,0,0,0,0
891181b2d03ffff,11,10,25,15384.0,891.5714285718182,100.0,4650.0,49.742965707350386,11,3,3,1538.4,2.5,1.1,0,0,0,0,0,0,0,0,0
891181b2d0bffff,82,41,361,249381.39,690.0069231504878,11.8,6380.0,414.03630236386897,110,3,3,6082.4729268292685,8.804878048780488,2.0,0,0,0,0,0,0,0,0,0
891181b2d0fffff,35,21,100,50184.0,468.72488795514283,2.0,6702.0,385.90664450897276,35,3,3,2389.714285714286,4.761904761904762,1.6666666666666667,0,0,0,0,0,0,0,0,0
891181b2d1bffff,325,234,470,359488.85,803.6731004273231,23.89,15150.0,518.1249311331111,361,5,3,1536.2771367521366,2.0085470085470085,1.3888888888888888,3,3,1,0,0,0,0,0,0
891181b2d4fffff,13,10,14,4783.0,357.38461538461536,71.0,900.0,82.02438661763951,13,2,3,478.3,1.4,1.3,0,0,0,0,0,0,0,0,0
891181b2d57ffff,20,20,24,204285.72999999998,9092.433375,959.0,57000.0,1698.5025062351501,22,2,3,10214.286499999998,1.2,1.0,0,0,0,0,0,0,0,0,0
891181b2d6bffff,42,40,93,55339.0,797.817612942619,40.0,5870.0,106.93341375770564,42,2,2,1383.475,2.325,1.05,0,0,0,0,0,0,0,0,0
891181b2d73ffff,17,9,36,31092.0,861.3832442064706,40.0,6450.0,941.9368792825222,17,2,3,3454.6666666666665,4.0,1.8888888888888888,0,0,0,0,0,0,0,0,0
891181b2d7bffff,19,14,75,15951.880000000001,209.70405263105263,52.99,662.13,105.74182530822816,25,2,3,1139.42,5.357142857142857,1.3571428571428572,0,0,0,0,0,0,0,0,0
891181b2d97ffff,163,78,467,339521.89,925.0281554181595,5.0,14990.0,449.7640628311434,223,4,3,4352.844743589744,5.987179487179487,2.08974358974359,0,0,0,0,0,0,0,0,0
891181b2e0bffff,55,31,180,76527.8,378.9099929294546,30.99,2199.99,281.38707790021914,81,2,4,2468.6387096774192,5.806451612903226,1.7741935483870968,0,0,0,0,0,0,0,0,0
891181b2e0fffff,55,28,102,50211.05,464.38884191945453,8.49,3890.0,280.78528218630447,66,3,3,1793.251785714286,3.642857142857143,1.9642857142857142,0,0,0,0,0,0,0,0,0
891181b2e17ffff,17,16,25,19540.2,613.7024509805882,25.0,2342.0,248.03554817295895,17,1,3,1221.2625,1.5625,1.0625,0,0,0,0,0,0,0,0,0
891181b2e4bffff,27,22,44,18642.0,422.7654320988889,56.0,1200.0,176.72382236647633,27,1,3,847.3636363636364,2.0,1.2272727272727273,0,0,0,0,0,0,0,0,0
891181b2e67ffff,23,16,40,18191.04,463.8150241547826,35.0,2241.23,226.915517797654,23,1,3,1136.94,2.5,1.4375,0,0,0,0,0,0,0,0,0
891181b2e6bffff,1,1,1,400.0,400.0,400.0,400.0,,1,1,1,400.0,1.0,1.0,15,15,1,0,0,0,0,0,0
891181b2e6fffff,319,101,1085,548473.42,580.7668950400314,7.0,8130.0,289.0230833750523,473,12,4,5430.4299009901,10.742574257425742,3.1584158415841586,0,0,0,0,0,0,0,0,0
891181b2e73ffff,13,7,19,4141.0,223.57692307692307,65.0,527.0,26.728636328851497,13,2,4,591.5714285714286,2.7142857142857144,1.8571428571428572,0,0,0,0,0,0,0,0,0
891181b2e77ffff,52,25,112,77199.65,645.1463200196154,24.99,2406.0,519.5213876534204,60,5,3,3087.986,4.48,2.08,0,0,0,0,0,0,0,0,0
891181b2e7bffff,5,2,10,6444.0,735.2,93.0,1667.0,301.9378281595612,5,1,3,3222.0,5.0,2.5,0,0,0,0,0,0,0,0,0
891181b344fffff,79,62,142,178000.23,1170.2293560531646,7.9,6500.61,834.9889662612021,108,5,4,2870.9714516129034,2.2903225806451615,1.2741935483870968,0,0,0,0,0,0,0,0,0
891181b345bffff,31,19,46,64256.88,1017.8611827958064,20.0,15000.0,1467.192547325878,36,5,3,3381.9410526315787,2.4210526315789473,1.631578947368421,0,0,0,0,0,0,0,0,0
891181b346bffff,23,17,32,16531.78,501.27329710130437,57.99,3119.93,512.5698963552989,25,2,3,972.4576470588235,1.8823529411764706,1.3529411764705883,0,0,0,0,0,0,0,0,0
891181b346fffff,53,45,90,295589.17,3172.3921464509435,7.9,21751.1,2145.847378537827,62,1,3,6568.648222222222,2.0,1.1777777777777778,0,0,0,0,0,0,0,0,0
891181b4183ffff,2,2,2,930.0,465.0,440.0,490.0,,2,1,2,465.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b418bffff,6,6,8,148029.07,17860.76166666667,950.0,67000.0,24073.096812105417,6,3,3,24671.51166666667,1.3333333333333333,1.0,0,0,0,0,0,0,0,0,0
891181b419bffff,236,187,564,482808.69,1239.4282447870337,5.99,44479.0,311.9833646053768,309,2,4,2581.864652406417,3.016042780748663,1.2620320855614973,0,0,0,0,0,0,0,0,0
891181b41a7ffff,126,100,223,336122.27,1626.7455910494446,69.0,4102.0,449.3886580112156,150,1,4,3361.2227000000003,2.23,1.26,0,0,0,0,0,0,0,0,0
891181b41abffff,18,12,70,441987.0,22481.042022791666,10.0,260250.0,1719.5732300783168,18,4,3,36832.25,5.833333333333333,1.5,0,0,0,0,0,0,0,0,0
891181b4437ffff,7,6,7,4350.0,621.4285714285714,450.0,1200.0,,7,1,3,725.0,1.1666666666666667,1.1666666666666667,0,0,0,0,0,0,0,0,0
891181b44a7ffff,267,156,1131,642056.49,498.1863629651685,4.49,7405.24,329.56954988428737,423,2,3,4115.74673076923,7.25,1.7115384615384615,0,0,0,0,0,0,0,0,0
891181b44b3ffff,89,53,164,162583.12,1114.1430603916854,76.0,4233.0,346.41949033678253,89,1,4,3067.606037735849,3.0943396226415096,1.679245283018868,0,0,0,1,0,0,0,0,0
891181b4503ffff,2,2,4,754.0,140.66666666499998,45.0,349.0,99.60087014345474,2,1,2,377.0,2.0,1.0,0,0,0,0,0,0,0,0,0
891181b450bffff,13,13,18,1951.0,103.88461538461539,55.0,200.0,12.586500705120546,13,1,2,150.07692307692307,1.3846153846153846,1.0,0,0,0,0,0,0,0,0,0
891181b450fffff,278,113,1119,491489.17,390.76153213676264,5.0,2814.94,279.7724715907767,485,4,4,4349.461681415929,9.902654867256636,2.4601769911504423,0,0,0,0,0,0,0,0,0
891181b4513ffff,171,90,661,300383.65,623.167674741228,5.0,5340.0,312.65560997269705,246,6,4,3337.5961111111114,7.344444444444444,1.9,20,20,1,0,0,0,0,0,0
891181b451bffff,185,95,520,306816.99,762.2143391117298,30.0,10948.0,347.19171844255663,185,5,3,3229.6525263157896,5.473684210526316,1.9473684210526316,24,24,1,0,0,0,0,0,0
891181b453bffff,33,20,231,93941.0,244.8379040021212,23.0,1390.0,149.23361511334997,33,1,3,4697.05,11.55,1.65,0,0,0,0,0,0,0,0,0
891181b4557ffff,128,82,481,258268.62,572.7828519795313,1.0,6000.0,345.71522147439987,214,2,4,3149.617317073171,5.865853658536586,1.5609756097560976,0,0,0,0,0,0,0,0,0
891181b455bffff,228,210,285,421045.08,1530.915592105307,1.0,58630.0,673.909619985722,250,2,4,2004.9765714285716,1.3571428571428572,1.0857142857142856,0,0,0,0,0,0,0,0,0
891181b4573ffff,3,3,3,1226.51,408.83666666666664,226.0,500.35,,3,1,1,408.83666666666664,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b457bffff,5,5,6,11143.36,1928.672,1045.36,2598.0,0.0,5,1,3,2228.672,1.2,1.0,0,0,0,0,0,0,0,0,0
891181b4583ffff,199,112,659,279817.86,396.05982195140706,5.0,3477.76,286.60676923925314,313,3,4,2498.3737499999997,5.883928571428571,1.7767857142857142,0,0,0,0,0,0,0,0,0
891181b458bffff,322,187,1039,672965.25,687.103662791087,1.0,27888.0,389.03816127578983,517,4,4,3598.744652406417,5.55614973262032,1.7219251336898396,0,0,0,0,0,0,0,0,0
891181b4593ffff,429,226,831,609479.56,822.4467499100699,6.0,9981.0,443.76582868926,469,5,4,2696.812212389381,3.6769911504424777,1.8982300884955752,0,0,0,0,0,0,0,0,0
891181b4597ffff,2,2,2,180.0,90.0,60.0,120.0,,2,1,2,90.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b459bffff,154,93,478,341647.34,878.0814976142208,13.99,11142.0,448.7215052080134,225,5,4,3673.6273118279573,5.139784946236559,1.6559139784946237,0,0,0,0,0,0,0,0,0
891181b45b3ffff,53,45,65,69000.0,1025.2830188679245,50.0,14700.0,992.5553098202589,53,2,3,1533.3333333333333,1.4444444444444444,1.1777777777777778,0,0,0,0,0,0,0,0,0
891181b45c3ffff,265,142,674,547660.85,714.0123507129057,3.99,10630.46,578.6582199241542,331,4,4,3856.7665492957744,4.746478873239437,1.8661971830985915,105,105,1,0,0,0,0,0,0
891181b45c7ffff,11,10,21,34463.0,1556.4454545454546,374.0,6804.0,1106.773834971105,11,2,3,3446.3,2.1,1.1,0,0,0,0,0,0,0,0,0
891181b45cbffff,227,100,759,390982.61,518.6876408170925,1.0,5500.0,295.3040352684918,313,4,3,3909.8260999999998,7.59,2.27,0,0,0,0,0,0,0,0,0
891181b45d3ffff,216,84,606,243942.13,584.7637740884722,5.0,8000.0,209.67866968421748,236,6,3,2904.0729761904763,7.214285714285714,2.5714285714285716,0,0,0,0,0,0,0,0,0
891181b45d7ffff,1279,488,3802,3041508.3,852.6010814853793,1.0,31999.0,517.7248813691781,2284,14,4,6232.5989754098355,7.790983606557377,2.6209016393442623,54,54,1,0,0,0,1,1,0
891181b45dbffff,34,28,52,25644.5,570.3014705882352,9.0,3500.0,157.34451656031314,34,3,3,915.875,1.8571428571428572,1.2142857142857142,0,0,0,0,0,0,0,0,0
891181b4987ffff,3,3,3,17502.0,5834.0,1330.0,13522.0,,3,1,1,5834.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b49b3ffff,264,215,446,893691.43,2585.4357134254547,2.0,108620.0,1810.9744555886493,296,5,4,4156.704325581396,2.074418604651163,1.2279069767441861,0,0,0,0,0,0,0,0,0
891181b49b7ffff,5,5,7,208678.62,33614.537333333996,290.0,135579.72,19820.611683710304,5,2,2,41735.724,1.4,1.0,0,0,0,0,0,0,0,0,0
891181b4c03ffff,37,21,118,27336.0,293.19709352216216,40.0,1325.0,162.14639607130766,37,1,4,1301.7142857142858,5.619047619047619,1.7619047619047619,0,0,0,0,0,0,0,0,0
891181b4c0bffff,41,27,150,334720.81,4965.377706460976,28.99,91429.04,3969.4214258044894,73,5,4,12397.067037037037,5.555555555555555,1.5185185185185186,0,0,0,0,0,0,0,0,0
891181b4c1bffff,56,55,64,63938.87,994.3669642857143,55.0,3000.0,629.5912585414948,57,1,4,1162.5249090909092,1.1636363636363636,1.018181818181818,0,0,0,0,0,0,0,0,0
891181b4c33ffff,185,92,625,463593.92,725.5440957536216,1.49,6000.0,449.6998229000301,311,2,3,5039.064347826087,6.793478260869565,2.010869565217391,0,0,0,0,0,0,0,0,0
891181b4c37ffff,219,96,579,472523.48,1066.2930016331964,10.0,20000.0,369.26361676559486,247,4,3,4922.119583333333,6.03125,2.28125,0,0,0,0,0,0,0,0,0
891181b4c83ffff,54,35,190,158807.58,878.3280471781482,3.0,4500.0,395.11795839571414,60,3,3,4537.359428571428,5.428571428571429,1.542857142857143,0,0,0,0,0,0,0,0,0
891181b4c87ffff,150,106,190,339875.05,2021.2354222222666,1.0,38998.0,687.9025875801439,153,9,4,3206.368396226415,1.7924528301886793,1.4150943396226414,0,0,0,0,0,0,0,0,0
891181b4c8fffff,1738,595,5506,5046804.31,974.9058315960932,4.96,16500.0,586.2617149202365,3626,12,4,8482.024050420167,9.253781512605043,2.9210084033613444,62,62,1,0,0,0,2,0,0
891181b4c93ffff,373,204,1146,573944.89,605.9846303769973,2.0,4397.19,308.88269759766354,575,6,4,2813.455343137255,5.617647058823529,1.8284313725490196,0,0,0,0,0,0,0,0,0
891181b4c97ffff,2,1,2,5632.0,2816.0,540.0,5092.0,,2,1,2,5632.0,2.0,2.0,0,0,0,0,0,0,0,0,0
891181b4c9bffff,413,226,1039,681010.41,783.3561132066586,1.0,15900.0,380.94470358762186,513,8,4,3013.320398230089,4.597345132743363,1.8274336283185841,0,0,0,0,0,0,0,0,0
891181b4ca3ffff,233,121,1000,453835.07,469.42724644763945,9.99,4896.87,305.35182369352725,369,3,4,3750.70305785124,8.264462809917354,1.9256198347107438,0,0,0,0,0,0,0,0,0
891181b4ca7ffff,350,180,1055,622171.45,845.1600165020571,6.0,46300.0,256.935748475225,391,7,4,3456.508055555555,5.861111111111111,1.9444444444444444,162,162,1,0,0,1,0,0,0
891181b4cabffff,165,104,418,221008.9,602.7054300792727,3.0,4214.52,360.16235056583105,268,3,3,2125.085576923077,4.019230769230769,1.5865384615384615,0,0,0,0,0,0,0,0,0
891181b4cafffff,52,37,82,56939.9,614.9605769228846,13.6,3720.0,669.8579327054152,60,1,3,1538.9162162162163,2.2162162162162162,1.4054054054054055,0,0,0,0,0,0,0,0,0
891181b4cb3ffff,69,53,106,101497.97,1022.9639199447826,45.0,4899.0,372.3769997260351,74,2,3,1915.056037735849,2.0,1.3018867924528301,12,12,1,0,0,0,1,0,0
891181b4cb7ffff,96,63,241,79242.26,372.31612764562504,23.0,2970.0,186.4154477676965,109,4,3,1257.8136507936508,3.8253968253968256,1.5238095238095237,0,0,0,0,0,0,0,0,0
891181b4cbbffff,486,226,1825,1081293.16,834.5389523192798,1.0,54990.0,300.6301134836842,823,7,3,4784.483008849557,8.075221238938052,2.150442477876106,0,0,0,0,0,0,0,0,0
891181b4cc7ffff,1,1,1,538.0,538.0,538.0,538.0,,1,1,1,538.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b4ccbffff,730,537,931,2540134.55,3185.330079332452,9.0,148318.0,851.9320015327688,817,13,4,4730.231936685288,1.733705772811918,1.3594040968342644,0,0,0,0,0,0,0,0,0
891181b4ccfffff,3,3,6,41480.0,13506.666666666666,80.0,34000.0,275.68097504180446,4,1,2,13826.666666666666,2.0,1.0,0,0,0,0,0,0,0,0,0
891181b4cd3ffff,3,3,4,16543.760000000002,3307.2933333333335,1500.0,6712.78,128.55201281971446,3,1,2,5514.586666666667,1.3333333333333333,1.0,43,43,1,0,0,0,0,0,0
891181b4cd7ffff,170,99,567,616587.45,1792.8373621894118,8.49,36230.0,608.3221746122047,209,2,3,6228.15606060606,5.7272727272727275,1.7171717171717171,0,0,0,0,0,0,0,0,0
891181b4cdbffff,7,7,7,25050.0,3578.5714285714284,300.0,20000.0,,7,2,3,3578.5714285714284,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b4d07ffff,2,2,2,4770.0,2385.0,1590.0,3180.0,,2,1,2,2385.0,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b4d17ffff,6,6,6,18487.73,3081.2883333333334,1925.73,4777.0,,6,3,2,3081.2883333333334,1.0,1.0,0,0,0,0,0,0,0,0,0
891181b4d1bffff,234,135,375,499385.99,1584.302928367906,3.0,53500.0,673.8213271604195,269,2,3,3699.1554814814813,2.7777777777777777,1.7333333333333334,0,0,0,0,0,0,0,0,0
891181b4d2fffff,27,25,32,9664.0,295.19753086407405,25.0,1154.0,138.88819000097882,27,4,3,386.56,1.28,1.08,35,35,1,0,0,0,0,1,0
891181b4d43ffff,107,96,130,943688.05,7004.570560747664,16.0,137996.0,2574.612353982713,110,6,3,9830.083854166667,1.3541666666666667,1.1145833333333333,0,0,0,0,0,0,0,0,0
891181b4d67ffff,68,53,130,146395.63,1517.7786692969116,99.0,5276.34,473.01291338163236,76,1,4,2762.181698113208,2.452830188679245,1.2830188679245282,0,0,0,0,0,0,0,0,0
891181b4d8bffff,185,102,919,360524.95,462.854915554973,1.0,3982.0,264.5087587147522,298,2,3,3534.5583333333334,9.009803921568627,1.8137254901960784,0,0,0,0,0,0,0,0,0
891181b4d8fffff,38,26,96,17743.54,200.30894736868422,30.0,918.0,103.61668032879427,61,2,3,682.4438461538462,3.6923076923076925,1.4615384615384615,0,0,0,0,0,0,0,0,0
891181b4d93ffff,238,140,1249,599161.43,621.4631893463866,2.98,4800.0,325.0842870633561,541,2,3,4279.7245,8.92142857142857,1.7,0,0,0,0,0,0,0,0,0
891181b4d97ffff,190,124,703,422167.77999999997,618.4811048205263,4.0,4616.48,413.66510373240584,362,1,3,3404.5788709677418,5.669354838709677,1.532258064516129,0,0,0,0,0,0,0,0,0
891181b4d9bffff,1790,411,4645,3196405.95,702.3164077561621,1.04,11076.35,439.31485293407366,3070,14,4,7777.1434306569345,11.30170316301703,4.355231143552311,52,52,1,0,0,0,3,0,0
